transcript	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	genesymbol	database
NODE_11591_length_2566_cov_46.814131_g3149_i0	28.7733431218351	-12.1122087692282	2.15893925145377	-5.61025918680769	2.02023813929426e-08	1.01564136068848e-07	ST6B1	GORGO
NODE_12232_length_2955_cov_45.849310_g6931_i1	51.5089594449097	-17.5402041398724	1.92951939221334	-9.09045237412834	9.86278303141456e-20	1.4217610810145e-18	PAIP1	MOUSE
NODE_14059_length_2343_cov_67.568783_g3735_i1	31.9413947921327	-5.2002219160234	0.689949236903407	-7.53710800429718	4.80508352519948e-14	4.35874202224219e-13	ADAP1	HUMAN
NODE_1418_length_7804_cov_21.300297_g813_i0	327.612000144174	5.15762873332006	0.219814246363074	23.4635780831105	9.60788568357005e-122	1.76705030863659e-118	B4GN3	HUMAN
NODE_14312_length_2587_cov_90.762243_g8336_i0	48.0929288445724	7.80614715416176	2.00138298253874	3.90037650078334	9.60432099277254e-05	0.000282660840526057	MAPK2	RABIT
NODE_14598_length_2535_cov_88.293548_g8524_i0	100.890625284791	-5.53901655545544	0.802436089577011	-6.90275104447911	5.10049734633363e-12	3.82364050385813e-11	UD18	HUMAN
NODE_14732_length_2513_cov_579.230269_g7989_i2	112.761877944041	10.3130348237181	0.916709915723206	11.2500526576959	2.31453842214519e-29	6.13227646779644e-28	AF1Q	HUMAN
NODE_14782_length_2506_cov_11.196654_g4952_i1	8.39779957453566	-5.15588060002703	1.02005227449418	-5.0545258600435	4.31461297314102e-07	1.82525413680702e-06	SHAN2	RAT
NODE_15203_length_2438_cov_8.285355_g8876_i0	15.4180635408814	-5.09356939755063	0.666830598998388	-7.63847580660129	2.19808246438453e-14	2.05645103810795e-13	FRK	HUMAN
NODE_15860_length_2334_cov_8.068012_g9289_i0	54.5672367988387	-5.50314350485717	0.541800880874123	-10.1571328122955	3.08000917800433e-24	6.03157076828355e-23	RASEF	HUMAN
NODE_16351_length_2266_cov_7.858887_g9606_i0	53.750605039424	5.04482866125166	0.368625553762957	13.6855098887033	1.23934712911317e-42	6.82104517195204e-41	HXA10	HUMAN
NODE_16872_length_2202_cov_23.001397_g9899_i0	47.5388571434408	5.02190930965447	0.652832980614772	7.69248714261547	1.44301986450571e-14	1.37332679644852e-13	CHAD	BOVIN
NODE_1734_length_7331_cov_19.079027_g1001_i0	95.0239834678263	9.53658575410215	0.712113532210929	13.391945697891	6.73918509933252e-41	3.39574920416138e-39	PGBM	HUMAN
NODE_17435_length_2121_cov_8.170862_g10243_i0	5.153811818609	5.5082363965318	1.17856863533486	4.67366620100726	2.95870064603828e-06	1.10957558637323e-05	S4A7	RAT
NODE_17568_length_2106_cov_6.032179_g10328_i0	12.5891430460963	5.81743520628764	0.511779495114862	11.3670736358478	6.09984902459069e-30	1.68279584965896e-28	SIM2	HUMAN
NODE_175719_length_221_cov_2.986301_g119239_i0	47.3881401975096	-7.20942790065701	0.673381479724083	-10.7063055901256	9.50808078130672e-27	2.13472373187629e-25	LMO7	HUMAN
NODE_19774_length_1946_cov_21.093533_g5551_i0	65.7884237081699	-5.16194607881202	0.722068882965012	-7.14882776504045	8.75220601490186e-13	7.05225216315751e-12	OVALY	CHICK
NODE_21286_length_1699_cov_42.150243_g9926_i6	27.1871630883098	-5.37723945446173	1.03183595638407	-5.21133172496287	1.87489858694917e-07	8.35264671254907e-07	ANR22	HUMAN
NODE_21453_length_1680_cov_170.839385_g12623_i0	3388.65085059429	10.147906036553	0.860873393557664	11.7879192370153	4.50534725390854e-32	1.42454174632896e-30	TRI63	RAT
NODE_21515_length_1674_cov_6.597900_g12666_i0	13.9915544692139	-6.43843748352012	0.72581540503409	-8.87062666190961	7.27354198518207e-19	9.70538522448417e-18	SHH	CHICK
NODE_22868_length_1549_cov_36.629853_g13489_i0	39.0129785545308	-5.82996697763255	0.687977075045392	-8.47407157752734	2.36961707868962e-17	2.8546642427227e-16	CSGA	MYXXA
NODE_23537_length_1740_cov_23.765165_g6692_i0	21.9307379055875	7.18542504743304	1.69287946859362	4.24449890304501	2.19082439319762e-05	7.14413332710865e-05	LUC7L	MOUSE
NODE_24158_length_1436_cov_47.955105_g14256_i0	23.6389698650241	8.61483556199045	2.63073124832644	3.27469237592052	0.00105777090579419	0.00253415469292084	APC13	BOVIN
NODE_24240_length_1429_cov_89.077875_g1023_i3	7.9751814304638	-5.72997120484304	1.02382822040293	-5.5966138563635	2.18578795632326e-08	1.09264643705672e-07	NB5R2	CHICK
NODE_24468_length_1409_cov_11.900295_g14461_i0	348.681794227259	5.56941326960232	0.307837556897418	18.092052593369	3.68117521938813e-73	8.55277885093776e-71	HXA9	MOUSE
NODE_24626_length_1396_cov_12.260999_g14567_i0	51.5042717717374	6.13153142353136	0.435813458030599	14.0691649386854	5.8759135657442e-45	3.69462713378844e-43	MUSC	HUMAN
NODE_24718_length_1388_cov_14.705926_g5377_i2	48.2703075770502	-5.19027624329647	1.07825144285842	-4.81360472798177	1.48231862318064e-06	5.83151016285145e-06	AT11C	HUMAN
NODE_2499_length_6514_cov_32.579192_g1430_i0	21.4519133791544	6.32093001767476	1.80162028557695	3.50846960831736	0.000450692725012231	0.00116486572678533	ROCK2	BOVIN
NODE_25467_length_1654_cov_6.088664_g7278_i3	28.1629992070688	-5.01140416767749	0.754428646048363	-6.64264830600856	3.08096394749634e-11	2.14365934177945e-10	PPBT	CHICK
NODE_25735_length_1309_cov_211.622010_g15252_i0	27.7670786116462	7.48161034232178	1.607220645462	4.65499890350846	3.23982431217675e-06	1.20904502147008e-05	NPS3A	HUMAN
NODE_26468_length_1614_cov_3.399610_g2895_i2	12.8476252671062	-5.34477438659675	1.07816949919571	-4.95726728550924	7.14915939782496e-07	2.94094963485549e-06	HECW1	HUMAN
NODE_2746_length_6324_cov_80.725953_g1520_i1	602.46451769975	7.0194505040169	0.322884765144024	21.7398008880532	8.62722215110728e-105	8.27838229891033e-102	TMOD1	MOUSE
NODE_27719_length_1176_cov_6.443354_g16499_i0	20.7747514856575	8.20758162941712	0.7768030368931	10.5658464753744	4.29079953960315e-26	9.34826711145524e-25	ANKR2	HUMAN
NODE_27775_length_1172_cov_20.208594_g16538_i0	92.1405292425142	9.87855478422413	0.622749062910949	15.8628175818495	1.14633490020096e-56	1.23412737792367e-54	DRS7C	BOVIN
NODE_28260_length_1142_cov_9.871205_g16876_i0	8.79128831499658	-5.03496950901113	0.785688810108436	-6.4083507926201	1.47102141701816e-10	9.47896136455203e-10	FGFP2	CHICK
NODE_29362_length_1503_cov_7.654762_g8374_i0	5.71884723206438	5.7367893234714	1.29250352394096	4.4385096188979	9.05839369046589e-06	3.13745682279633e-05	UACA	CANLF
NODE_31179_length_1438_cov_5.469552_g8858_i1	42.6705883524824	-5.46991694477745	0.749273114833821	-7.30029789737032	2.87131286674054e-13	2.42424923370175e-12	AP2B	CANLF
NODE_31723_length_948_cov_10.238522_g19220_i0	32.6977244433541	7.25117753094255	0.477682960914576	15.1798957138002	4.8054515747203e-52	4.11070993232857e-50	SNX22	HUMAN
NODE_31969_length_1409_cov_17.214393_g9180_i0	10.0412684347347	-5.50725413183298	0.837266229113733	-6.57766184796746	4.77903544607205e-11	3.25735986086505e-10	K2C8	HUMAN
NODE_34203_length_840_cov_2642.332484_g20944_i0	21.7009450253585	-22.8072124935444	2.19351348125346	-10.3975711516992	2.54333360343439e-25	5.27550494622153e-24	CALMA	ARBPU
NODE_34382_length_1331_cov_445.151274_g9336_i1	981.273491271802	-5.52753027116466	0.441039193579539	-12.5329683883702	4.92829431640445e-36	1.9115545793154e-34	F16P1	PIG
NODE_36044_length_772_cov_37.820084_g17699_i1	11.5499495582449	6.51854805663568	0.513490881682152	12.6945741183981	6.33737424127534e-37	2.5710634100174e-35	HES1	BOVIN
NODE_3700_length_3926_cov_19.590236_g1021_i0	135.934572510145	-5.00610591307847	0.505264811022583	-9.90788553619407	3.8470144578475e-23	6.982204694465e-22	OXDA	MACFA
NODE_39068_length_682_cov_1603.819777_g7908_i1	1855.84255275031	-5.29188571249354	0.634931755477509	-8.33457401813791	7.77777048838607e-17	8.92643758079461e-16	SPHE2	APTPA
NODE_4144_length_3804_cov_7.061679_g1125_i0	135.434018152924	-5.66974089444839	0.577872686844399	-9.81140140990095	1.00562125599068e-22	1.77127383237944e-21	FA83H	XENTR
NODE_4417_length_3727_cov_9.759858_g1195_i0	244.072096591765	5.29731720090577	0.476120469039909	11.1260018112385	9.37467572304851e-29	2.37269602302386e-27	POSTN	HUMAN
NODE_4677_length_5137_cov_29.459662_g2678_i0	70.8084975503354	6.0040586918341	0.586322964971498	10.2401902202926	1.30978598415707e-24	2.62075944427439e-23	FGF13	MOUSE
NODE_50121_length_481_cov_2.258216_g34203_i0	16.7669221804477	7.48319610624618	0.529765057461344	14.1254995980784	2.6451724180848e-45	1.69214363093135e-43	AMPQ	HUMAN
NODE_524_length_9890_cov_33.874835_g315_i0	102.705020545463	-5.40982156748341	0.711918623641707	-7.59893250131641	2.9858345636898e-14	2.76183440153537e-13	SH3R2	HUMAN
NODE_53_length_15486_cov_132.477156_g29_i0	37.0052893919209	7.01482359289308	1.17998967415693	5.944817778092	2.76764561528263e-09	1.55385242252067e-08	PLEC	MOUSE
NODE_535_length_6315_cov_19.297917_g145_i0	7.57364822909984	7.77172707207784	2.26012018731437	3.43863442116888	0.000584656192756484	0.00147635722816197	CLH1	MOUSE
NODE_5364_length_4806_cov_64.136813_g2605_i1	27.9880422672593	-5.04595000501377	0.765174286193506	-6.59451068346238	4.26660691129545e-11	2.9207200537311e-10	ANK3	MOUSE
NODE_5454_length_4768_cov_120.781031_g3164_i0	170.044247587493	-5.32302946733242	0.72445560187551	-7.3476268988077	2.01756722436741e-13	1.73192176747525e-12	GFRA4	CHICK
NODE_5624_length_4695_cov_215.694397_g3254_i0	491.017380202395	-5.15708826183813	0.781427193113091	-6.59957614386703	4.12334933228297e-11	2.826158998866e-10	ST6B1	MOUSE
NODE_62686_length_723_cov_3.427469_g20336_i0	53.2713592979364	7.24189120321121	1.33621062292338	5.41972281837374	5.96915108920331e-08	2.82702069825573e-07	XIRP2	MOUSE
NODE_649_length_6038_cov_10.375985_g173_i0	5.83096347559125	-5.11555858569585	1.19360580998698	-4.28580235023456	1.82080820819368e-05	6.01215397289563e-05	PLXB2	MOUSE
NODE_7200_length_3147_cov_5.146159_g1937_i0	38.6234512213315	-7.61935314535768	1.44102216945388	-5.28746420899636	1.24023617674035e-07	5.6553744670784e-07	AXIN2	HUMAN
NODE_77534_length_560_cov_13.802062_g28096_i0	461.285835519793	-5.51636887754856	1.30947482822685	-4.21265743994349	2.52383679783499e-05	8.14468195956341e-05	GLL4	CHICK
NODE_7832_length_3953_cov_89.738584_g4569_i0	155.86598668763	5.73022416077872	0.709031729762207	8.08175984268081	6.38387304914e-16	6.76065634330709e-15	SAMP	CAVPO
NODE_9551_length_3521_cov_1429.012406_g5509_i0	1671.26859667065	-6.6237018047612	1.20024860168001	-5.51860822457104	3.4169501242743e-08	1.6673024373808e-07	FMO3	RAT
NODE_9886_length_3447_cov_32.923054_g5690_i0	28.0424729885664	-6.08115206211701	0.79029597052166	-7.69477801854784	1.41740031329138e-14	1.3501089734286e-13	SRDF	NEUCR
R1809922	194.274752695843	-8.08627295198123	1.39363812135926	-5.8022759481453	6.54207794788838e-09	3.49851369784096e-08	PNPH	HUMAN
R1814603	18.4744679526673	-22.5918236966852	3.06041556446211	-7.38194641244935	1.55991982356004e-13	1.35594448625325e-12	CD47	PIG
R1814632	158.694499197574	-5.1746684885073	0.895321353357921	-5.7796772846974	7.48440497367964e-09	3.97547094510492e-08	AGT1	FELCA
R1818280	102.23924794056	10.66580756354	0.679317138285981	15.7007779760297	1.49398605582856e-55	1.51945955078969e-53	MYSS	CHICK
R1820751	62.9285088008706	-6.15171419993285	0.837991359341984	-7.34102342625986	2.11966701224823e-13	1.81673984311916e-12	SEM4G	HUMAN
R1825214	124.447030272025	-6.87099080870842	0.685093131926548	-10.0292799453215	1.13340109961479e-23	2.12705461466822e-22	FZD5	XENLA
R1827859	53.3450000511872	5.3185994004105	0.798877500701411	6.65759067659408	2.78352678979248e-11	1.94529563808487e-10	EGF	CANLF
R1829091	32.5451331936106	5.96882704301482	1.60393302126276	3.72136926161394	0.000198145443925412	0.000549380646662544	PXK	HUMAN
R1838594	235.566615978849	10.651772362232	1.18186938382186	9.01264768174882	2.0114061828431e-19	2.81852282256173e-18	MYF6	CHICK
R1839606	82.7303992357995	-5.96763270341836	0.632103849934807	-9.44090548417613	3.69571702336259e-21	5.90618933422247e-20	CAC1B	RAT
R1841212	32.9525151277723	-6.35849796764547	0.709353520201466	-8.96379278676106	3.13698189582733e-19	4.32978051537894e-18	PLSI	CHICK
R1848428	22.5495095686	-5.54576806311598	0.825108009575757	-6.7212631543444	1.80155888427764e-11	1.28466573751236e-10	CAC1D	CHICK
R1944777	14.1621618002059	8.04559559520102	0.554032051377601	14.5218955748059	8.80414866312678e-48	6.26798583855509e-46	SF01	HUMAN
S1823794	16.3862836302437	-5.01606276558572	0.780236897972308	-6.42889714472815	1.28533057853422e-10	8.3359523562299e-10	CP24A	HUMAN
S1824191	184.219484990042	7.56453958257685	1.06106403855525	7.12920173307989	1.00952684332224e-12	8.0930829757072e-12	MYSS	CHICK
S1830543	13.5326122359126	-5.05396466922545	0.751817273320421	-6.72233114158775	1.78839938183475e-11	1.27569406454729e-10	ALAT2	HUMAN
S1847357	8.11878802769973	5.28312116241121	1.50751320828081	3.50452727935709	0.00045741870224346	0.00118072874368575	MYPT1	CHICK
S1855389	94.4006169534987	6.72821978733641	0.834087905119338	8.06655958687444	7.23067998951674e-16	7.61723662857444e-15	ACTC	BOVIN
S1871259	17.5095613126846	-6.35626152945517	2.05714329902825	-3.08984869088009	0.00200258486621956	0.00452421414653144	TRAM1	CANLF
S1877008	92.4757045050089	-5.65767104414249	0.623830747409284	-9.06924044324252	1.1984954857505e-19	1.71202559032451e-18	B3GT5	PANPA
S1897935	29.8222485621554	8.59467807817704	0.466056274079104	18.4412882224567	6.12640930752896e-76	1.6096411121091e-73	TBA4	CHICK
S1899638	26.2883871735634	7.11112268578229	1.97488047113397	3.60078637149067	0.000317256176860423	0.000845020977951912	FYCO1	HUMAN
S1902652	25.3657934222631	-5.38979325021147	0.796359942028787	-6.76803661982365	1.30541720184445e-11	9.46159528561808e-11	ARY1	CHICK
S1905249	53.6550101076992	9.89130283896233	0.671535848068754	14.7293742655859	4.17554132475952e-49	3.16681089475748e-47	CAV3	BOVIN
S1933100	49.7596727780694	5.45809801530576	0.572912335568219	9.52693401145286	1.61996933525962e-21	2.64443219150739e-20	LRRF1	HUMAN
S1933920	26.7758219268179	-6.30928195712764	1.23458401718457	-5.11045167384863	3.21389516320245e-07	1.38455331352485e-06	GRHPR	HUMAN
S1940168	14.0748547970153	8.17540463366706	0.530562632759912	15.4089340802984	1.42543656833657e-53	1.33302479081305e-51	HABP2	HUMAN
S1940602	37.6749128680724	5.110635676107	0.471595612436354	10.8369025099798	2.30131322820099e-27	5.3860003124492e-26	COG1	MOUSE
S1959383	26.9576845030635	-7.31568995032916	1.13334323132045	-6.45496416986202	1.08244509794508e-10	7.0762924501327e-10	LIPA1	HUMAN
S314392	4.5523557439082	5.27829253861478	0.559050417665117	9.44153223363942	3.6736743147155e-21	5.87521682070804e-20	DS13B	HUMAN
TRINITY_DN1020_c0_g1_i2	24.1025019188297	-23.0242631640273	3.12353752084502	-7.37121389142093	1.69081310046978e-13	1.46223531063354e-12	AP2B1	MOUSE
TRINITY_DN10251_c0_g2_i8	35.2685639073197	5.9414533822826	2.00207609862312	2.96764612812104	0.00300089600676964	0.00651675439037744	CD47	PIG
TRINITY_DN11709_c0_g1_i3	20.5852870309102	-6.87883331695898	1.30069260400844	-5.28859262808135	1.23261065256416e-07	5.62176422857841e-07	CXA9	HUMAN
TRINITY_DN11837_c0_g1_i7	8.32786923947851	5.78883983723266	0.60510240998244	9.56671092650357	1.1036074819517e-21	1.81901546875833e-20	DS13B	MOUSE
TRINITY_DN11962_c0_g1_i4	7.95281009154851	6.12837620740613	0.593615433756076	10.3238154854383	5.49933665095321e-25	1.12068661021734e-23	RAPSN	CHICK
TRINITY_DN120874_c0_g1_i1	1384.08961375066	-5.29516112950999	0.807003237948158	-6.56151162785068	5.32650208853623e-11	3.59938460177571e-10	FMO3	RAT
TRINITY_DN1215_c0_g1_i2	95.5349263526822	5.14944850469565	1.40379374184446	3.66823725679939	0.000244228499462155	0.000665447281867872	SLK	MOUSE
TRINITY_DN1248_c0_g1_i3	12.7228998200115	-6.22574311000237	1.87040656608	-3.32855071346883	0.000872991096004341	0.00212354567849475	WDFY3	HUMAN
TRINITY_DN12756_c0_g1_i4	9.22007504408451	5.77360097980788	0.485204702448796	11.8993096123531	1.19330253807035e-32	3.91907544869235e-31	ESPNL	HUMAN
TRINITY_DN1359_c0_g1_i4	720.09637376022	-6.95642869693826	0.381252609438431	-18.2462454674993	2.21627513690897e-74	5.43479914128677e-72	CADH1	CHICK
TRINITY_DN1427_c1_g1_i7	29.8529668197984	6.28134333638314	1.99325851116113	3.15129387443281	0.00162548850400797	0.00374238799118045	SLMAP	RABIT
TRINITY_DN1480_c0_g1_i4	36.8938098124359	7.35539439409862	0.792841440430648	9.27725774538651	1.73896426032267e-20	2.65231107293167e-19	ABLM3	HUMAN
TRINITY_DN15022_c0_g1_i3	28.2315965222823	5.0398227173853	0.420709507438216	11.9793411564996	4.55932620586459e-33	1.52924512710382e-31	FBX40	HUMAN
TRINITY_DN1552_c0_g2_i1	31.3726182363622	6.20351310939846	0.348778249261799	17.7864104843935	9.00680305967433e-71	1.84055688450937e-68	CAVN1	HUMAN
TRINITY_DN1598_c0_g2_i4	36.7980642662538	-22.9611449312327	1.92608834282749	-11.9211276142848	9.18567967692977e-33	3.03031316098416e-31	LS14A	MOUSE
TRINITY_DN1620_c0_g1_i1	26.6479352702745	5.03677634425412	0.531776291055856	9.47160757064492	2.75569558705089e-21	4.43928478877468e-20	PPARD	HUMAN
TRINITY_DN1626_c0_g1_i21	413.081725684656	11.4743312827279	1.18798618787001	9.65864031070989	4.51820719101046e-22	7.62944397135431e-21	NEBL	HUMAN
TRINITY_DN16523_c0_g2_i3	14.1559571048454	-6.23934427234945	1.05138109077932	-5.93442694287436	2.94873594881868e-09	1.64822525825101e-08	MALD2	HUMAN
TRINITY_DN1692_c0_g1_i2	21.4961896106902	6.27359066570096	2.15113191746583	2.91641373305067	0.00354080624959507	0.00756125727417157	DIP2C	HUMAN
TRINITY_DN2120_c0_g1_i3	77.5279143461558	5.37678560334329	0.766152967778523	7.01790090160897	2.25226189124975e-12	1.75026126548881e-11	POSTN	HUMAN
TRINITY_DN2138_c0_g1_i10	19.4333149384929	-5.01051534596901	0.963256977455181	-5.20163929588784	1.97538332704832e-07	8.76844529926716e-07	MAP7	CHICK
TRINITY_DN2414_c0_g2_i1	4.37585669641246	6.4687171516552	0.442354605209349	14.6233747212687	1.99272860578828e-48	1.47582282985729e-46	PLIN1	HUMAN
TRINITY_DN27_c2_g3_i2	74.5176804616763	8.72209192347829	1.84891473545516	4.71741165572523	2.38864067346074e-06	9.07510753370263e-06	RASM	HUMAN
TRINITY_DN28361_c0_g2_i1	19.3375194664971	6.58140274462606	0.802685720811425	8.19922738624652	2.4193691208762e-16	2.65649136804665e-15	UR2R	RAT
TRINITY_DN3019_c0_g3_i3	76.1145126033472	-5.50473456504341	0.704262295670705	-7.81631303973327	5.43930072007639e-15	5.34961528039598e-14	CXB3	BOVIN
TRINITY_DN3051_c0_g1_i1	270.033475223314	-5.1012068411763	0.435053234409265	-11.7254773386594	9.43675816968629e-32	2.90878844699688e-30	PON2	MELGA
TRINITY_DN36854_c0_g1_i1	20.9701403103239	5.00292966823757	0.464200098807403	10.7775282277854	4.39538118169855e-27	1.00837902993853e-25	SMI44	HUMAN
TRINITY_DN3725_c0_g2_i2	118.082874996961	10.3821787612975	0.703008277472853	14.768216952749	2.34843984368271e-49	1.79342793598884e-47	LRC20	MOUSE
TRINITY_DN3980_c0_g1_i1	9.76224739843621	7.80651585793061	0.484811314792886	16.1021734017606	2.46298817673706e-58	2.78759738772241e-56	MYF5	CHICK
TRINITY_DN413_c0_g1_i1	37.6612971382314	5.43835633393409	1.76337938263628	3.08405348700611	0.00204200879676345	0.00460513783570426	TOM1	CHICK
TRINITY_DN42465_c0_g2_i4	10.5673702137806	7.76581669704211	0.641414307504475	12.1073331327083	9.65835601063852e-34	3.32024793076e-32	RXFP2	CANLF
TRINITY_DN4517_c0_g1_i5	40.2129888728201	-7.05362839120163	0.9278227182744	-7.60234498711158	2.90812224144314e-14	2.69446926400714e-13	E41LB	MOUSE
TRINITY_DN4572_c0_g1_i1	193.094863948707	-6.21726613631957	0.550289247152164	-11.298178491575	1.339678996042e-29	3.61451289029914e-28	DGAT2	BOVIN
TRINITY_DN5127_c0_g1_i6	246.728235099753	8.70705022248475	0.735095310477797	11.8447908704864	2.2898886299571e-32	7.42112218254818e-31	COR1C	MOUSE
TRINITY_DN5266_c0_g1_i1	76.2856236525012	5.41732524168826	0.342842858156127	15.8011902911545	3.05297169454145e-56	3.19838443635683e-54	RALY	MOUSE
TRINITY_DN5296_c0_g2_i13	135.28092774173	-5.00487710163106	0.916111333338344	-5.46317562014335	4.67691490830707e-08	2.23515617207313e-07	S26A1	RAT
TRINITY_DN5401_c0_g1_i1	160.327183246234	5.34849623094329	0.476701238088464	11.2198077193807	3.25978434504756e-29	8.55451135495834e-28	MIME	COTJA
TRINITY_DN590_c0_g1_i4	28.6887811452245	5.51659068523203	1.56960324855805	3.51464020624319	0.000440350151662565	0.00113946861850074	HMGN3	HUMAN
TRINITY_DN643_c0_g1_i2	361.62355705506	-5.37602848126319	0.651003559678107	-8.25806311093199	1.48055270676629e-16	1.65866996133665e-15	DHI2	RAT
TRINITY_DN689_c0_g2_i2	80.8309416126638	5.14380733883883	1.53236866588122	3.35676880725094	0.000788590228854429	0.00193594953846688	NFYA	MOUSE
TRINITY_DN6937_c0_g1_i7	50.1232449476318	-6.28702757770891	0.685427759142854	-9.17241458906043	4.62540251236381e-20	6.86500561182712e-19	CUX2	HUMAN
TRINITY_DN7214_c0_g1_i2	12.0797766603453	-5.10200709365153	0.891896793743436	-5.72040075650186	1.06273088476386e-08	5.53693829715257e-08	NDP	HUMAN
TRINITY_DN743_c0_g1_i7	108.768308017583	6.11200247579843	1.55570415738569	3.92876913440242	8.53817586913915e-05	0.000253822119385643	LMO7	HUMAN
TRINITY_DN7444_c0_g1_i1	53.3984640941108	8.29759226121176	0.396928742202351	20.9044883350415	4.87396175279483e-97	3.36151049638068e-94	VWDE	HUMAN
TRINITY_DN77761_c0_g1_i1	13.4100298762057	5.76623958348472	0.468449582128757	12.3091999725593	8.08203370369175e-35	2.94827246017317e-33	MEOX1	PONPY
TRINITY_DN822_c0_g4_i2	196.954814435082	10.2591073571401	0.500672018040001	20.4906745084374	2.60755714911687e-93	1.40362893368315e-90	CASQ1	RABIT
TRINITY_DN833_c0_g2_i3	71.6244585382756	-5.07278171797462	1.45699078052731	-3.48168415735526	0.000498271027558603	0.00127520973949642	DC1I2	HUMAN
TRINITY_DN8435_c0_g1_i1	30.3431839514594	5.67961188149517	0.425891332408211	13.3358240689701	1.43262818557803e-40	7.15341720717357e-39	STRP2	HUMAN
TRINITY_DN8779_c0_g1_i4	45.0942812015823	6.98417860793923	0.374894825710512	18.6297012627545	1.84551478769051e-77	5.35927781109598e-75	EYA1	HUMAN
TRINITY_DN907_c0_g1_i11	25.9183546550461	-7.35995361826098	1.28578118247259	-5.72411053963909	1.03977036601159e-08	5.42371353766858e-08	LRRF1	MOUSE
TRINITY_DN907_c0_g1_i28	318.359333258797	-8.50605318320204	0.775093257120771	-10.9742319457137	5.08360294232633e-28	1.23020961553884e-26	LRRF1	MOUSE
TRINITY_DN907_c0_g1_i8	30.8148240798086	-17.3981782517201	2.88179979941129	-6.03726124738931	1.56751837490455e-09	9.02089453302304e-09	LRRF1	MOUSE
TRINITY_DN9714_c0_g1_i10	11.9836575109942	-5.88188018497025	1.95128777682103	-3.01435813560663	0.0025752361584118	0.00567101193718967	STRBP	CHICK
