GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene	Animal
NODE_200371_length_205_cov_0.523077_g143891_i0	37.2787306392599	6.37975533624036	0.478145011390339	13.3427206898791	1.30604486434318e-40	4.40067330626778e-39	XDH	CHICK
NODE_21324_length_1694_cov_473.218426_g12280_i1	398.331017338877	-5.4522387779885	0.738913059749209	-7.37872839849253	1.59808456932314e-13	1.28160343186634e-12	SYUA	SERCA
NODE_216_length_12120_cov_57.462578_g134_i0	1010.99178217308	5.48707186608485	0.21956457882249	24.9906970218587	7.71667979305005e-138	3.15383561171508e-135	PTH1R	DIDVI
NODE_21883_length_1639_cov_465.980429_g12883_i0	55.3305811816334	5.29536635144757	0.412471059358336	12.8381524747102	1.0023811330778e-37	3.00578146834607e-36	SELPB	DANRE
NODE_22004_length_1815_cov_21.273563_g6227_i0	27.5817413773333	9.57443027894086	2.10955079849277	4.53861091459926	5.6626009023115e-06	1.93892326503548e-05	AP3S1	BOVIN
NODE_2264_length_6739_cov_69.697786_g1296_i0	40.3808453277812	5.55948239562884	0.556518189900188	9.98975863956206	1.68992717178e-23	2.67936010640694e-22	STC2	HUMAN
NODE_22788_length_1555_cov_1245.900667_g11290_i1	215.421451217157	-5.01007863266029	0.52025915798218	-9.62996721113344	5.97485410903381e-22	8.62991035251153e-21	KPYM	CHICK
NODE_22795_length_1555_cov_19.759333_g13172_i1	68.8029411550746	-6.29992674251868	0.770376466999468	-8.17772480389517	2.89253447703248e-16	2.89253447703248e-15	BMP8A	MOUSE
NODE_23054_length_1533_cov_70.376861_g13600_i0	24.7395259562995	7.5287860702955	1.08713787190752	6.92532774806684	4.34967300337745e-12	3.08871567517826e-11	CADM1	HUMAN
NODE_2413_length_4468_cov_7.363533_g643_i1	146.542648659593	-6.46035608999447	0.735220207870306	-8.78696752461147	1.53651175086305e-18	1.81438278980993e-17	MDGA2	HUMAN
NODE_24856_length_1681_cov_15.668120_g7098_i0	10.4480217568941	6.26534092254754	0.467789832155658	13.3934953089419	6.60000927885187e-41	2.24787353062131e-39	TM6S2	MOUSE
NODE_2523_length_4417_cov_14.936895_g686_i0	88.0230006993611	-5.4820363931741	1.05351364224176	-5.20357418581591	1.95491660290616e-07	8.22749989056807e-07	RGS12	HUMAN
NODE_2537_length_6488_cov_9.003575_g1450_i0	39.1181789277237	-5.30698997997042	0.584354880945754	-9.08179285057271	1.06800885354623e-19	1.35309732478561e-18	SYT9	HUMAN
NODE_25375_length_1338_cov_105.248636_g1023_i4	16.5113452738547	5.27142642034817	0.735537489037218	7.1667678383711	7.67890883537925e-13	5.77816290476713e-12	NB5R2	CHICK
NODE_25735_length_1309_cov_211.622010_g15252_i0	27.7670786116462	7.54057797676636	1.60770907527686	4.69026274263446	2.72854449960058e-06	9.80286132283654e-06	NPS3A	HUMAN
NODE_25948_length_1293_cov_52.399838_g15389_i0	166.394396737557	-5.72868580086356	0.592149326396185	-9.67439384880887	3.87380364592351e-22	5.66941952689204e-21	RAMP1	PIG
NODE_2649_length_6391_cov_353.013100_g1516_i0	341.298081184561	-5.75210135919363	0.741629926305653	-7.75602649672874	8.76317230626477e-15	7.82375456307701e-14	AQP4	BOVIN
NODE_26823_length_1234_cov_9.061917_g15908_i0	66.8310814214297	5.03099128981657	0.480234045950577	10.4761237405778	1.11208877073473e-25	1.98253628191564e-24	VPS29	RAT
NODE_2720_length_6343_cov_100.096851_g1547_i0	263.28382066504	-5.11459846348606	0.774397637551207	-6.60461527188978	3.98550997674412e-11	2.57193582417377e-10	ATCAY	HUMAN
NODE_27902_length_1164_cov_604.112714_g16501_i2	222.044226590875	-6.00211867992877	0.832637334489501	-7.20856299772906	5.6545410503508e-13	4.3092445090208e-12	SYUB	HUMAN
NODE_28936_length_1097_cov_6.263916_g17311_i0	8.28891147800505	5.62628304032052	0.702692816953716	8.00674619773594	1.17783220039347e-15	1.11949856428441e-14	RAB17	HUMAN
NODE_29_length_10407_cov_18.121951_g8_i2	289.641506244403	-6.19479317276364	0.651280095643154	-9.51171886597599	1.87537759940131e-21	2.63964181242264e-20	ANK2	HUMAN
NODE_29271_length_1506_cov_6.624039_g8344_i1	57.7509959923466	-5.15555218081417	0.711302133972543	-7.24804824079605	4.22820031393516e-13	3.2559797951343e-12	DLK1	HUMAN
NODE_29307_length_1075_cov_47.799020_g17550_i0	11.5935510615857	6.19997983226277	2.18625610947439	2.83588908243387	0.00456983137866457	0.00932127343134262	PADC1	MOUSE
NODE_29412_length_1069_cov_45.051282_g17616_i0	10.7068786160249	5.04479987504568	1.6756999362515	3.01056278985769	0.00260764026839929	0.00562072670412857	CIDEC	MOUSE
NODE_3016_length_4184_cov_9.936968_g781_i4	41.926747542487	5.18310618385144	1.34044510271096	3.86670530062661	0.000110315600399832	0.000308889279475298	EHBP1	HUMAN
NODE_3040_length_6083_cov_161.955209_g1717_i0	252.537780407183	-5.15667422390178	0.580442695004466	-8.88403673313884	6.44769846100184e-19	7.79302875324812e-18	CNTN1	CHICK
NODE_3129_length_6029_cov_25.456143_g1763_i0	20.4674811631317	-11.0992581753032	1.79876898651541	-6.17047450701536	6.80853528069787e-10	3.85886937968675e-09	PCD10	HUMAN
NODE_3159_length_6012_cov_11.170388_g1780_i0	72.3364541536146	-6.2312995317555	0.764843121250013	-8.14716032429166	3.72569587609874e-16	3.69721708567892e-15	RFLA	HUMAN
NODE_3179_length_5990_cov_40.250885_g1795_i0	57.9955399238578	10.0992869916126	0.357857749648498	28.2215126025147	3.18476002326761e-175	3.19489335061437e-172	DGAT2	DANRE
NODE_3188_length_5986_cov_55.655707_g1728_i1	30.010277416417	-5.57566505567444	0.708261126678027	-7.87232963331774	3.4809752509689e-15	3.21309593429041e-14	ST32C	HUMAN
NODE_32085_length_932_cov_193.833523_g19468_i0	40.1593992208502	7.35867476011993	1.42496776220639	5.1640991152852	2.41599660845244e-07	1.00246371777675e-06	THRSP	MOUSE
NODE_3270_length_5943_cov_41.179348_g1052_i2	50.0242409628354	-5.84015531177106	0.754059603105783	-7.74495184162753	9.56180799481293e-15	8.50238124276879e-14	B3GA1	HUMAN
NODE_33747_length_1349_cov_78.389325_g9765_i0	1027.40304852604	5.20596163798875	0.348517833037864	14.9374325916435	1.8808318448962e-50	8.86964931984168e-49	ARGI2	BOVIN
NODE_34018_length_847_cov_47.119949_g20796_i0	84.3433475002835	-5.42545476483636	0.776120896098337	-6.99047634474326	2.73954486880077e-12	1.97458377708795e-11	CRYAB	ANAPL
NODE_34203_length_840_cov_2642.332484_g20944_i0	21.7009450253585	6.13226058743227	2.10555571204186	2.91241905990011	0.00358641133371361	0.00749793924476927	CALMA	ARBPU
NODE_3435_length_5846_cov_599.175099_g1254_i2	2217.51620826027	-6.72667615425451	0.68760485470305	-9.78276419697401	1.3351341064104e-22	2.00998702104213e-21	KCC2A	MOUSE
NODE_3662_length_3942_cov_17.478407_g986_i2	42.3021722253483	-6.42730778771862	0.721090712020267	-8.91331379059279	4.95295541108019e-19	6.03932187417347e-18	CNKR2	HUMAN
NODE_37110_length_739_cov_71.242690_g23108_i0	86.8351929143992	-5.47355495314517	0.746457085802394	-7.33271216423842	2.25541007421778e-13	1.78603876347278e-12	MYP2	RABIT
NODE_37435_length_730_cov_33.988148_g23365_i0	34.7842834042338	-6.54538862978758	0.776345029399926	-8.43103051081144	3.42634396134876e-17	3.68336148207341e-16	RABP1	CHICK
NODE_38505_length_1209_cov_110.141975_g11105_i1	825.149530755325	-5.01535645381437	1.0736766858917	-4.67119806149936	2.99448025372365e-06	1.06835077917363e-05	MYG	AETPY
NODE_3957_length_5517_cov_79.168986_g2272_i0	461.437108038124	-5.64054566298578	0.832500182855846	-6.77542873760844	1.24037870657031e-11	8.41535753274111e-11	SRCA	CHICK
NODE_4100_length_5449_cov_23.294401_g2341_i0	27.4885456107538	-5.94067211222412	1.12705063769338	-5.27098953103147	1.35690210199211e-07	5.83645086551662e-07	LTBP1	HUMAN
NODE_4131_length_5434_cov_100.004648_g2353_i0	598.283592543806	-5.89549055393016	0.858698687096802	-6.86561030372876	6.62075836926634e-12	4.6225921293802e-11	TEFF1	HUMAN
NODE_4229_length_5376_cov_28.475099_g2414_i0	85.80752680604	5.10497397355903	0.517155135147313	9.87126227046912	5.5462219984845e-23	8.54622232535046e-22	PGDH	HUMAN
NODE_4235_length_5373_cov_34.255923_g2418_i0	64.9784161529112	-5.24768236509958	0.513311719935657	-10.2231882914292	1.56119815028036e-24	2.62819551309593e-23	PLDX1	HUMAN
NODE_46598_length_1009_cov_37.814775_g13907_i0	66.7463164290187	-5.30535932616091	0.703340534525976	-7.54308768758297	4.58972310403635e-14	3.85739485552483e-13	HXD8	HUMAN
NODE_4702_length_5130_cov_447.024631_g2691_i0	402.923980394585	-5.45640709429982	0.449331594376426	-12.1433862265397	6.21976727297718e-34	1.60362457610521e-32	GLT17	HUMAN
NODE_4713_length_5125_cov_43.965483_g469_i1	52.7065243790814	6.92128853494014	2.25477395488947	3.06961525785383	0.00214334685924315	0.00470589585987826	K1671	CHICK
NODE_4750_length_5107_cov_72.998021_g2723_i0	45.1429023345359	-6.1040844790235	2.0003188469555	-3.05155574988155	0.00227658767252412	0.00496632301399696	CTND2	HUMAN
NODE_4763_length_5099_cov_38.379659_g2731_i0	27.8384952446443	-5.13214460966849	0.692616315661821	-7.40979456246931	1.26495214684712e-13	1.02112267304009e-12	SHSL1	HUMAN
NODE_48281_length_972_cov_22.583055_g14520_i0	127.786106586414	-6.93974241137402	0.7232832000688	-9.59477893405224	8.40971845716979e-22	1.20521095032297e-20	ARL8B	HUMAN
NODE_4949_length_5011_cov_164.836360_g2838_i0	871.915684757222	10.9261268085393	0.448994793542629	24.3346403247368	8.43098389829474e-131	2.48095752847153e-128	SPA3N	MOUSE
NODE_503_length_6396_cov_5.499288_g133_i2	20.3946915795611	7.87770057128239	2.51341415697409	3.13426283106736	0.0017228646311654	0.00385517818207648	GCC2	MOUSE
NODE_507_length_9968_cov_276.402804_g304_i1	1303.07380617296	-6.81190957185172	0.664041915902895	-10.2582523914768	1.08655302700084e-24	1.84321485825584e-23	MTAP2	HUMAN
NODE_5090_length_3555_cov_23.670402_g1013_i9	358.687852104283	5.12589894772917	0.207101668906287	24.7506404694818	3.05145100658675e-135	1.14144955449779e-132	KCNK1	RAT
NODE_511_length_6352_cov_25.771228_g138_i0	85.7927845674121	-5.76021725699781	0.834213461126714	-6.90496800329485	5.02147446003943e-12	3.54070100105655e-11	GBRG4	CHICK
NODE_5172_length_4900_cov_11.435088_g2976_i0	40.1370570631917	-5.73076135419828	0.68460900578143	-8.37085300631862	5.72026292790102e-17	6.03471332785733e-16	NAC3	HUMAN
NODE_5274_length_3507_cov_76.534674_g1299_i4	554.066166756047	7.24127802956023	0.300299753808228	24.1134997206309	1.80431650102215e-128	5.10529040737935e-126	STC2	MACNE
NODE_535_length_6315_cov_19.297917_g145_i0	7.57364822909984	-20.5419692149786	2.34322625246872	-8.76653255029748	1.84252858121113e-18	2.16301094613455e-17	CLH1	MOUSE
NODE_53750_length_864_cov_97.465146_g13702_i2	34.5629777316715	5.05339822144524	0.403721287498296	12.5170467298348	6.02349296730219e-36	1.67428828448815e-34	GNMT	RABIT
NODE_5454_length_4768_cov_120.781031_g3164_i0	170.044247587493	7.41741018359423	0.490503687184655	15.1220273718388	1.15918112398839e-51	5.65998393947428e-50	GFRA4	CHICK
NODE_5487_length_4757_cov_33.186091_g3183_i0	16.7802415760397	-5.03319310331494	1.5536294716076	-3.23963544416219	0.00119682609535906	0.00277224516420807	DBR1	CHICK
NODE_5494_length_3462_cov_50.195158_g1509_i0	526.462447162023	-5.55898406965198	0.488119977183985	-11.3885608651429	4.76799481530985e-30	1.0650773843511e-28	SCN3B	BOVIN
NODE_5634_length_4692_cov_170.585292_g1279_i4	662.372727593955	5.19293015659439	0.404549804969688	12.8363185269203	1.02640489200826e-37	3.07364395747928e-36	PHOP1	CHICK
NODE_5702_length_4667_cov_210.161318_g3307_i0	55.3259406430327	-5.81552878842117	1.5487575006131	-3.75496408322092	0.000173366337364079	0.000469126418051154	REEP1	MOUSE
NODE_6237_length_4459_cov_25.547684_g3615_i0	40.099873295926	-6.00375390508555	0.696214629986234	-8.62342393638619	6.49813435263685e-18	7.34325781683027e-17	SPAG6	MOUSE
NODE_6271_length_3295_cov_22.840062_g1720_i0	157.145208080829	-6.05323841582364	0.52318925252978	-11.5698829564147	5.85625051519131e-31	1.36914670413424e-29	CAP2	HUMAN
NODE_6867_length_4237_cov_28.609039_g3997_i0	25.5252273652841	5.25110909950658	1.40458672288539	3.7385438819466	0.000185089188826245	0.000498100036263289	SPIDR	HUMAN
NODE_6910_length_4225_cov_35.037410_g4021_i0	7.50930341401872	6.1425609818271	1.56090122643022	3.93526565154614	8.31047213740377e-05	0.000239066892690956	NT5M	MOUSE
NODE_6996_length_4196_cov_76.580053_g4072_i0	491.491902954503	5.49189527048382	0.519763073830151	10.5661512850728	4.2768814738875e-26	7.78159720764197e-25	VNN2	HUMAN
NODE_7106_length_3160_cov_66.855429_g1909_i0	109.256083906773	-6.46980831234738	1.02364508651279	-6.32036278744601	2.6094994673265e-10	1.53947215300443e-09	RTN4	HUMAN
NODE_7127_length_4154_cov_35.734569_g4154_i0	71.7308108973616	-5.51092782038314	0.477658069741223	-11.537390802104	8.54788392057481e-31	1.97748216066128e-29	TPBG	HUMAN
NODE_7250_length_4116_cov_37.463925_g4221_i0	14.2490132785749	5.33551460363021	0.465696500545317	11.4570639834796	2.16738006774767e-30	4.91614368912549e-29	CDHR5	MOUSE
NODE_7297_length_4102_cov_21.572276_g4185_i2	181.259699618719	-5.10446992562867	0.800358991668402	-6.37772546915235	1.79737327489383e-10	1.08264269041776e-09	QNR71	COTJA
NODE_7310_length_4096_cov_145.961891_g4024_i1	94.4154046685469	-8.40040358450073	1.7798845067542	-4.71963408447198	2.36269265695011e-06	8.57359864171143e-06	PPGB	HUMAN
NODE_8107_length_3870_cov_663.033552_g3377_i3	72.3743983259805	5.05951836111718	0.481529889507531	10.5071740537054	8.00565434609091e-26	1.43763052415156e-24	TDH	BOVIN
NODE_8115_length_3868_cov_786.222659_g3494_i1	1282.61582195185	-5.13500426303005	0.464730702421388	-11.0494190211129	2.20638109452266e-28	4.55944108203325e-27	SYT1	ANSCY
NODE_8155_length_2992_cov_26.536853_g1989_i1	204.151858404584	-5.45562689223448	0.735345008759304	-7.41913908063287	1.17884073201777e-13	9.55805104909338e-13	DNER	MOUSE
NODE_8331_length_2968_cov_14.147943_g2254_i0	169.779078303217	-5.65203322975823	0.553215301480913	-10.2166972146797	1.66931860973726e-24	2.79953356511409e-23	MFAP5	MOUSE
NODE_84_length_14583_cov_58.381677_g46_i0	392.089543988746	-5.69417625231519	0.364839837537387	-15.6073313998548	6.48951183044799e-55	3.55393365007412e-53	CSTN2	HUMAN
NODE_8442_length_3786_cov_51.406593_g4910_i0	58.997691278762	5.26511924529459	0.339288272289167	15.5181291996066	2.61566251253362e-54	1.40456622023399e-52	HNF4A	RAT
NODE_87115_length_481_cov_9.288177_g34480_i0	43.174320892092	-5.47786141093273	0.730953491249533	-7.49413126349334	6.67389087779675e-14	5.53524132555334e-13	PANX2	RAT
NODE_894_length_5676_cov_71.401000_g237_i0	505.487908309174	-5.98483210396197	1.03055431356556	-5.80739125069049	6.34537393639361e-09	3.24848997393196e-08	AQP4	BOVIN
NODE_9133_length_3626_cov_42.888267_g5283_i0	52.7414926881347	-6.94159435056347	1.2910486787012	-5.37671000720652	7.58592064226641e-08	3.36728215154504e-07	RB27A	RAT
NODE_9589_length_3510_cov_91.120695_g5532_i0	324.096052956866	10.5435477526895	0.479555724534801	21.9860742209206	3.91422114547048e-107	6.96668231294625e-105	KPRB	CHICK
NODE_9952_length_3434_cov_1731.943178_g5730_i0	2607.98820320704	5.20589308624987	0.642721687820138	8.09976259538748	5.50665413873089e-16	5.3894393277956e-15	PCKGC	CHICK
R1809527	329.285646305927	6.12406007048168	0.982626398294252	6.23233823263091	4.59523968570499e-10	2.65142326440547e-09	PCKGC	CHICK
R1809922	194.274752695843	6.24528791272262	1.24601255557169	5.01221908623319	5.38058918906388e-07	2.13501624240633e-06	PNPH	HUMAN
R1811136	365.214023963578	-5.49925320553849	0.534302135769763	-10.2924035622949	7.62488692934365e-25	1.30349538753381e-23	DPYL1	HUMAN
R1811253	380.840989389675	-6.46409925260172	0.763014013193619	-8.47179624597722	2.41637537683235e-17	2.62835902250813e-16	KIF5C	RAT
R1811847	130.324631459682	-6.17090002385337	0.709263523829209	-8.70043336013897	3.306191583277e-18	3.81829661135131e-17	MAP1B	HUMAN
R1812536	178.092261070762	-5.28302820399249	0.813847348342435	-6.49142399339685	8.5028806139966e-11	5.29211999861548e-10	S4A10	BOVIN
R1813126	221.350441031779	-5.26025648049359	0.512099131041727	-10.2719496316915	9.42797859938026e-25	1.60676052268975e-23	MAP1B	HUMAN
R1813507	429.238501258266	5.53351056287636	0.41722311462394	13.2627133275296	3.80862005449452e-40	1.25457081496558e-38	POL	AVIRE
R1813508	92.3399509163197	-6.22456693016146	0.797387433110491	-7.80620144197701	5.89373528073794e-15	5.33311757465709e-14	MCF2	HUMAN
R1813740	79.552169060491	-5.36601491710823	0.703301756835559	-7.62974763670735	2.35213698716824e-14	2.02779934792199e-13	RFOX3	HUMAN
R1814352	289.183972106375	9.58423720785418	0.489680752140479	19.5724197162331	2.65759015841328e-85	3.1533878922678e-83	CO4	RAT
R1816801	72.4203599773503	-5.33128776438543	0.68519023294871	-7.78074103806513	7.21009504469902e-15	6.47646714027299e-14	PTPRZ	HUMAN
R1818351	303.792037964602	5.56573853253779	0.638684021907696	8.71438511317911	2.92341004964958e-18	3.39398526016656e-17	CCKN	STRCA
R1820606	84.0269112317653	-5.30577314124155	0.962846251187654	-5.51050921649949	3.57797074299695e-08	1.66278825643173e-07	SPKAP	HUMAN
R1820944	194.441733815361	-5.82008787633913	0.688637435814981	-8.45159959892573	2.87338551660081e-17	3.11013331787052e-16	NLGNX	HUMAN
R1822111	39.4993555568145	6.83413567796843	0.342700804842713	19.9419889927164	1.75928570711695e-88	2.23146181356731e-86	ST1D1	MOUSE
