GeneID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Gene	Animal
NODE_23644_length_1431_cov_3.109738_g14625_i0	5.4341012915179	5.68654760061907	0.502570166013167	11.3149326903541	1.10687226867225e-29	9.71464752400716e-29	PAX6	HUMAN
NODE_237_length_7117_cov_24.253621_g68_i1	221.924353910768	-5.85083600236446	0.993243962170225	-5.89063334407839	3.84718293468751e-09	1.31704476765293e-08	OGT1	RABIT
NODE_23872_length_1414_cov_8.519500_g14772_i0	18.3550905184981	5.01828451072213	0.627580828424286	7.99623615546369	1.2828023243705e-15	6.54250250715868e-15	BDH	RAT
NODE_23925_length_1408_cov_111.400591_g7569_i2	50.7641788663408	-23.2195289994068	2.27316731265801	-10.2146150308031	1.7055480416626e-24	1.25523269336828e-23	MINY1	PONAB
NODE_24481_length_1506_cov_9.268344_g7751_i0	9.15005626903	7.54615858425795	0.652452903614664	11.565828801514	6.13955859425419e-31	5.59308389443788e-30	CYRIA	CHICK
NODE_24554_length_1363_cov_16.594037_g15213_i0	6.05884012552501	5.33616660737973	0.441853338411065	12.0767823698446	1.40095343212193e-33	1.38593453031055e-32	NRSN2	HUMAN
NODE_24929_length_1338_cov_27.025721_g15441_i0	6.52923273091581	-5.4312596432704	1.4486132307844	-3.74928209121042	0.000177341515519155	0.000379437263045913	CC137	HUMAN
NODE_25356_length_1470_cov_388.786380_g8024_i0	3798.44754688165	-5.3790059990983	0.793435882142427	-6.77938333791253	1.20689907690052e-11	4.93875236262005e-11	SAA3	BOVIN
NODE_25545_length_1294_cov_4.217111_g15849_i0	10.4087803089535	6.08696975197954	0.463390857204452	13.1357139601352	2.05543605285839e-39	2.3781499468427e-38	DCC	HUMAN
NODE_25950_length_1264_cov_115.392887_g16111_i0	44.6146708365824	7.54066435408024	0.458728370143382	16.4381905390401	1.01916704403026e-60	2.15891026343697e-59	FA43B	HUMAN
NODE_263_length_10726_cov_10.392091_g164_i0	26.1893691750344	-23.327296081452	2.33509757280293	-9.98985924748795	1.6882128796803e-23	1.20023194530733e-22	REV3L	HUMAN
NODE_26428_length_1426_cov_20.624722_g837_i3	152.619426686935	5.76287596271522	1.39639774034417	4.12695881425218	3.67592196579954e-05	8.58719784426248e-05	MA7D2	MOUSE
NODE_26723_length_1211_cov_186.789792_g16612_i0	256.025858196644	-5.83258445480775	1.05702943033485	-5.51790166614386	3.43071295870835e-08	1.08666259682934e-07	TTC36	HUMAN
NODE_269_length_10694_cov_27.391202_g170_i0	129.884424849908	5.03489219993696	0.140717597782534	35.7801176205261	2.25117939125349e-280	8.55185531080678e-277	NBEA	HUMAN
NODE_27247_length_1177_cov_191.210339_g3231_i9	175.551198812441	-5.16961807800934	0.790619250607509	-6.53869492051582	6.20579673110382e-11	2.41503713320897e-10	TMPPE	HUMAN
NODE_27280_length_1175_cov_30.702679_g17007_i0	27.2883323387505	6.80122967612615	0.33458345274362	20.3274537947269	7.35198470560295e-92	3.62713825529887e-90	PA2G3	HUMAN
NODE_27481_length_1388_cov_51.524752_g8753_i0	55.1159773127458	-5.04302143892406	1.08313842522036	-4.65593438613172	3.22514642026147e-06	8.44190573126874e-06	EFNA1	PIG
NODE_28134_length_1123_cov_32.453184_g11981_i2	229.045897663148	9.12112800089741	0.900020660034112	10.1343540275528	3.88935679978982e-24	2.82325189610221e-23	EMX2	HUMAN
NODE_28424_length_1353_cov_2.136933_g9066_i0	17.9355997878201	-5.28467393300368	0.827757808746751	-6.3843238652195	1.72156402419863e-10	6.48588575265443e-10	CD1A	PIG
NODE_28644_length_1094_cov_34.097209_g1538_i2	12.7497650378387	-5.92418195833104	1.56333987292228	-3.78943955881919	0.000150987541478355	0.000326204647669777	ADNP	HUMAN
NODE_29078_length_1330_cov_9.957769_g9253_i0	33.13755622173	-5.0166380396216	0.687689525251241	-7.29491704528844	2.98843148285831e-13	1.34058883662251e-12	RAB9A	HUMAN
NODE_2973_length_3934_cov_20.931848_g173_i1	158.446079355717	7.07219074276882	0.531442432461731	13.3075387112189	2.09262477347293e-40	2.50378984051278e-39	GLRK	ANAPL
NODE_30700_length_988_cov_2.794212_g19306_i0	5.31069363575781	6.53289627502432	0.403941815076386	16.1728645839474	7.83681557809954e-59	1.57378447111562e-57	GBRB1	BOVIN
NODE_32469_length_1209_cov_2.101411_g10466_i1	18.3314530221572	7.61195649625001	0.50768982102739	14.9933210810609	8.11898415936184e-51	1.32371964194803e-49	GPR19	HUMAN
NODE_32711_length_1202_cov_2.002662_g9666_i1	8.70744303584864	5.83844954891773	0.563305117424385	10.3646307628325	3.59142819866509e-25	2.71327222181549e-24	KCIP1	MOUSE
NODE_3306_length_5432_cov_18.226334_g2058_i0	26.4803139285363	5.64730907339957	0.405447926130491	13.9285681574359	4.24786104859308e-44	5.6160961067623e-43	KCIP1	MOUSE
NODE_33336_length_1182_cov_7.634146_g10029_i4	32.0057649534852	-22.9950495454422	2.60114616643253	-8.84035270381591	9.54169050925335e-19	5.64453028231019e-18	TPSN	CHICK
NODE_33952_length_848_cov_111.600252_g21613_i0	101.200504418562	-5.29923632379971	0.746804253301794	-7.0958839620564	1.28527286571166e-12	5.55254443293515e-12	IOD1	CHICK
NODE_34522_length_828_cov_18.761966_g22022_i0	51.3095640945701	7.75090775238238	0.398287596743348	19.4605802835908	2.37085291556218e-84	9.66705733531465e-83	LSP1N	HUMAN
NODE_35158_length_806_cov_306.159787_g20313_i7	83.8713988011547	-6.41722029284497	1.19137482280368	-5.38639911639498	7.18832460762443e-08	2.21410111867005e-07	IGL1	HUMAN
NODE_3632_length_3664_cov_7.059905_g1021_i0	38.5488112009569	-5.7557964158735	0.533131940747422	-10.7961950428335	3.58764477168497e-27	2.91422620388509e-26	GP107	MOUSE
NODE_36686_length_758_cov_5.092461_g23681_i0	8.15623758080813	5.16488691193558	0.527775892264359	9.78613647883055	1.29136269051134e-22	8.93293772528833e-22	PCD17	HUMAN
NODE_3693_length_3639_cov_15.712963_g1041_i0	120.706534136123	7.06904815452319	0.333398780450331	21.2029814415482	8.96343035721971e-100	5.55172467750296e-98	LNX2	HUMAN
NODE_3976_length_5072_cov_23.538370_g2461_i1	19.5411337288535	7.39655854067301	1.51730147390907	4.87481141214278	1.08912450373703e-06	2.99017282747266e-06	MPP7	BOVIN
NODE_4541_length_4783_cov_33.916455_g2753_i4	83.6728727268231	-24.5864561105596	2.15093883093453	-11.4305696456637	2.94172614715069e-30	2.62429604978496e-29	AUTS2	MOUSE
NODE_4604_length_4756_cov_14.473091_g2839_i0	19.7093691514811	5.89111698237678	0.299012147107826	19.701931976203	2.0754714136166e-86	8.97651232078995e-85	LGI2	HUMAN
NODE_46341_length_546_cov_38443.093686_g22603_i2	33.0572983507998	-5.06259153791487	0.804340109068087	-6.29409310917048	3.09202197273616e-10	1.14577234310804e-09	GLL10	CHICK
NODE_4694_length_4715_cov_19.277682_g2300_i1	32.0563478530496	5.57976187092389	0.58354855541945	9.5617782258294	1.15750512823891e-21	7.72336486766673e-21	BAALC	MOUSE
NODE_4791_length_4681_cov_2056.267185_g2951_i2	6914.44085125753	-6.26574086024302	1.07300480716729	-5.8394340998196	5.2378429522163e-09	1.77209669600514e-08	FRIH	TRIVU
NODE_48472_length_516_cov_20.013015_g33583_i0	49.8865348668082	-5.18152556219514	0.803063293915304	-6.45220071874137	1.10237437049701e-10	4.21938186846991e-10	FYB2	HUMAN
NODE_4926_length_3294_cov_7.844672_g1283_i1	9.82446567841212	-5.27736800636837	1.36758475430898	-3.858896488675	0.000113900164058675	0.000250422150997336	RINT1	HUMAN
NODE_508_length_9229_cov_66.000436_g322_i1	172.61798183582	7.00562283032288	0.364165096522951	19.23749117423	1.796980573615e-82	6.91867875243356e-81	OBCAM	CHICK
NODE_5129_length_3250_cov_6.498268_g1453_i2	14.2426312124302	5.2737307311797	0.711571707458362	7.41138338680826	1.24988675195053e-13	5.70229558390882e-13	KCNG1	RAT
NODE_5191_length_4514_cov_64.085445_g3094_i2	261.263847913107	6.58433452021418	0.824037853966424	7.99033016325784	1.34577847397587e-15	6.85306719332709e-15	CSN3	CHICK
NODE_5269_length_4486_cov_17.681562_g3261_i0	16.1152645104758	7.72425911626048	0.410988961280549	18.7943225827609	8.40464228379318e-79	2.9517259102388e-77	AIFM3	HUMAN
NODE_54280_length_723_cov_1942.009259_g8024_i2	3323.94457206222	-5.5175938961471	0.869036022196494	-6.3490968788628	2.16582615416344e-10	8.11134990664597e-10	SAA	ANAPL
NODE_5674_length_4333_cov_20.290089_g3498_i0	77.5830686050318	11.5347246791263	2.19225533830999	5.26157901297137	1.42823487922982e-07	4.27102566285558e-07	BAZ1B	HUMAN
NODE_61089_length_397_cov_5.909357_g45431_i0	24.3020547519212	5.22533395512021	0.362941042230345	14.3971977459741	5.38843722352994e-47	7.81786439439325e-46	ISK1L	CHICK
NODE_6129_length_4184_cov_58.046985_g3775_i0	11.8343704573787	-5.42255027066288	0.825563377378582	-6.56830283324964	5.08919606505424e-11	1.99172468940215e-10	TSP1	HUMAN
NODE_622_length_8767_cov_34.548439_g402_i3	246.547123668212	6.2924827715892	0.324905676729972	19.3671062781056	1.46249513622003e-83	5.83794249384645e-82	STB5L	HUMAN
NODE_63683_length_594_cov_11355.716763_g1813_i108	414.930837674569	-5.68811275324373	0.75069269693247	-7.57715211095948	3.53222566625724e-14	1.67033235707471e-13	GLL10	CHICK
NODE_6424_length_4095_cov_29.524505_g3951_i0	22.5439341655489	6.36721270970704	0.326914359020137	19.4766994291457	1.73084250775043e-84	7.08278155819671e-83	DGKD	HUMAN
NODE_6644_length_2968_cov_24.117871_g1926_i0	16.0320547448456	-5.62003539490932	0.750596130026489	-7.48742921804165	7.02357196344237e-14	3.26444281734792e-13	EZRI	HUMAN
NODE_6841_length_3972_cov_8.270105_g4213_i0	9.58274374303129	6.6844112479836	0.416686520692425	16.0418226077384	6.52120819589671e-58	1.27915575222955e-56	SHSA6	MOUSE
NODE_7019_length_3918_cov_23.503754_g4335_i0	35.8104158516593	-18.2315671229227	2.24721508318252	-8.11296046353649	4.94011484412323e-16	2.58672266579602e-15	ZBT24	HUMAN
NODE_7055_length_3908_cov_30.287309_g4349_i0	40.9166742828375	7.02448644903563	0.944369235372546	7.4382838681361	1.02001689923127e-13	4.68262742883753e-13	BCAS1	HUMAN
NODE_7121_length_3887_cov_5.827766_g4394_i0	14.314544269096	6.2374466796762	0.517507723812112	12.0528571703807	1.87341495901066e-33	1.84691812978936e-32	Z804A	HUMAN
NODE_7221_length_3859_cov_277.147739_g387_i6	14.8013698752089	-6.19174523397843	1.31585128579447	-4.70550532634093	2.53237893160203e-06	6.7070082486643e-06	XDH	CHICK
NODE_7269_length_3847_cov_15.707278_g4493_i0	6.74212191738151	5.57869327780104	0.352373674816039	15.8317538355084	1.87909590309831e-56	3.55732831555811e-55	CC177	HUMAN
NODE_7278_length_3844_cov_104.477171_g4405_i2	331.029451335242	-5.34399232033143	1.3085117697334	-4.08402311996034	4.42626240584974e-05	0.000102341041810238	ICAL	HUMAN
NODE_7454_length_3799_cov_45.126068_g4592_i0	81.901774237996	-5.36605058815486	0.887753692466777	-6.04452635194832	1.49849561673307e-09	5.28473009317606e-09	SCNNA	CHICK
NODE_7565_length_3773_cov_31.719473_g4656_i0	100.28509124695	8.3100499795834	0.588169150351507	14.1286736555582	2.52861970559982e-45	3.48246700602639e-44	TBR1	MOUSE
NODE_8051_length_2745_cov_10.752060_g2389_i0	11.6081495915139	5.37470875653506	0.920726369684136	5.83746586771366	5.30007477257716e-09	1.79155575102108e-08	STUM	HUMAN
NODE_8403_length_3553_cov_92.182390_g2326_i1	34.9684744443741	-5.47287198302343	0.694793419364063	-7.87697728633166	3.35395852728935e-15	1.66987279843832e-14	PACN2	CHICK
NODE_8663_length_3499_cov_604.031359_g5313_i0	60.0663283278063	5.07913495649254	0.564153836154239	9.00310275494415	2.19426812106377e-19	1.34013808369256e-18	KCRB	CHICK
NODE_8735_length_3481_cov_19.431407_g5356_i0	9.43253447276308	5.16336640379811	0.34661012237532	14.8967559528082	3.45974289713921e-50	5.52226329513263e-49	FCHO1	HUMAN
NODE_883_length_8067_cov_69.870444_g586_i0	27.0419968112605	5.70182533380144	1.06893668878566	5.33410948807349	9.60145793432542e-08	2.92184286644966e-07	AT8A1	HUMAN
NODE_9028_length_3409_cov_106.076029_g3495_i1	177.953018527887	6.8460050968939	1.55696873276134	4.39700872139691	1.09752936617567e-05	2.71617663878849e-05	SEPT9	HUMAN
NODE_908_length_5306_cov_21.999044_g200_i2	52.4184524562373	-6.25770887037376	1.07635838414261	-5.81377816400661	6.10783442998931e-09	2.0542403742474e-08	MY18A	HUMAN
NODE_9136_length_2612_cov_4.872290_g2713_i3	33.6565618971237	-5.27768766923316	0.485880096036494	-10.862119507025	1.74647854321741e-27	1.43761233064479e-26	ACAP2	CHICK
NODE_9317_length_3350_cov_6.063126_g5718_i0	11.5667784157303	5.25039110207354	0.321978773275142	16.3066373868904	8.85342654049831e-60	1.83284424284812e-58	CBPC6	HUMAN
NODE_9324_length_3349_cov_8.937462_g5721_i0	8.64543278719741	5.15419799522511	0.366494071262259	14.0635235311537	6.36371693770288e-45	8.63382143815844e-44	NPAS3	HUMAN
NODE_94_length_8236_cov_6.636197_g30_i1	18.7365448535363	-5.41287062724943	1.31564761705461	-4.11422523560483	3.88481978716317e-05	9.04737891170022e-05	MYCB2	MOUSE
NODE_9417_length_3326_cov_78.387649_g5783_i1	32.6404611529864	-23.1694121061073	2.28700331218349	-10.1309044821569	4.02905102555807e-24	2.92093384305169e-23	5NTC	CHICK
NODE_9597_length_2562_cov_397.166868_g2839_i0	2319.3203484001	-5.90260520555034	1.30833065543869	-4.51155461428147	6.43542082041676e-06	1.63216364481762e-05	FIBB	CHICK
NODE_9734_length_2542_cov_16.588569_g2885_i0	121.051300356421	6.13958446683559	0.37553629933523	16.3488442467581	4.43308599251819e-60	9.24458637030806e-59	ENTP2	CHICK
NODE_9867_length_3232_cov_126.201448_g6055_i0	180.694902095444	5.79360877370908	0.243734981325336	23.770115976811	6.80697107539754e-125	7.95647649854031e-123	NKAI4	XENTR
NODE_9902_length_3225_cov_133.449842_g6075_i0	1032.826721899	-5.45181063115919	0.888884802387748	-6.1333151568284	8.60664068302977e-10	3.09515874232088e-09	OLFM4	HUMAN
R1743779	249.109173838606	7.30980061099762	0.386774417444154	18.8993901388348	1.153784265478e-79	4.14798182382334e-78	KIF1C	HUMAN
R1744764	312.190038563295	5.56378949851604	0.19549087073453	28.460610347741	3.6017963538095e-178	1.578764313315e-175	AGAP3	HUMAN
R1745865	560.777904310076	-5.29009918367694	0.786592683237596	-6.72533484789488	1.75189095225887e-11	7.08244953438035e-11	ATPG	BOVIN
R1746457	239.141506989329	5.17421075378201	0.28233598343868	18.3264304137336	5.09247958503324e-75	1.63253005881382e-73	AT2B1	CHICK
R1746547	730.424528235465	-5.10529267290913	0.444104548604862	-11.4957000304258	1.38652382831133e-30	1.24962584494662e-29	CEBPB	CHICK
R1746896	225.907571592598	5.1691815050257	0.305185466808966	16.937836388721	2.36670356544364e-64	5.60168996543685e-63	SH3G2	CHICK
R1747290	59.4217383636731	-6.16486147017002	1.57585127849635	-3.91208330017818	9.15033364341289e-05	0.000203493809951648	SHE	HUMAN
